0,0,0,2
1,0,0,2
2,0,0,2
3,0,0,2
4,0,0,2
5,0,0,2
6,0,0,2
7,0,0,2
11,0,0,3
12,0,0,3
13,0,0,2
14,0,0,2
15,0,0,2
16,0,0,2
17,0,0,2
18,0,0,2
19,0,0,2
0,1,0,2
1,1,0,2
2,1,0,2
3,1,0,2
4,1,0,2
7,1,0,2
9,1,0,3
13,1,0,3
15,1,0,2
16,1,0,2
17,1,0,2
18,1,0,2
19,1,0,2
0,2,0,2
1,2,0,2
2,2,0,2
3,2,0,2
9,2,0,3
11,2,0,3
13,2,0,3
18,2,0,2
19,2,0,2
0,3,0,2
1,3,0,2
6,3,0,2
7,3,0,2
8,3,0,2
9,3,0,3
10,3,0,3
13,3,0,1
14,3,0,8
18,3,0,2
19,3,0,2
0,4,0,2
2,4,2,1
3,4,0,1
4,4,0,7
6,4,0,2
7,4,0,2
8,4,0,2
9,4,0,3
10,4,0,3
11,4,0,3
12,4,0,3
13,4,0,1
14,4,0,1
19,4,0,2
2,5,0,1
6,5,0,2
7,5,0,2
8,5,0,2
9,5,0,2
10,5,0,2
17,5,0,2
1,6,0,9
2,6,0,1
9,6,0,2
10,6,0,2
11,6,0,2
12,6,0,2
13,6,0,2
14,6,0,2
15,6,0,4
16,6,0,4
17,6,0,4
18,6,0,4
2,7,0,1
3,7,0,1
4,7,0,1
5,7,0,1
6,7,0,1
7,7,0,1
9,7,0,2
10,7,0,2
11,7,0,2
12,7,0,2
13,7,0,2
14,7,0,4
15,7,0,4
2,8,0,7
5,8,0,5
6,8,0,5
7,8,0,1
12,8,0,2
13,8,0,2
14,8,0,4
15,8,0,2
17,8,0,4
18,8,0,4
19,8,0,4
5,9,0,5
6,9,0,5
7,9,0,1
9,9,0,1
10,9,0,7
14,9,0,4
18,9,0,2
0,10,0,4
2,10,0,4
3,10,0,4
7,10,0,7
9,10,0,1
10,10,0,5
11,10,0,5
14,10,0,4
15,10,0,4
16,10,0,4
0,11,0,4
2,11,0,4
3,11,0,4
4,11,0,4
7,11,0,1
8,11,0,1
9,11,0,1
10,11,0,5
11,11,0,5
17,11,0,7
0,12,0,4
3,12,0,2
4,12,0,2
9,12,0,7
10,12,0,1
11,12,0,1
12,12,0,1
13,12,0,1
14,12,0,1
15,12,0,1
16,12,0,1
17,12,0,1
0,13,0,4
1,13,0,4
3,13,0,2
6,13,0,2
17,13,0,1
18,13,0,9
0,14,0,2
1,14,0,2
5,14,0,2
6,14,0,2
7,14,0,2
8,14,0,2
9,14,0,2
10,14,0,2
11,14,0,2
12,14,0,2
13,14,0,2
17,14,0,1
0,15,0,2
1,15,0,2
2,15,0,2
3,15,0,2
5,15,0,2
6,15,0,2
7,15,0,2
8,15,0,2
9,15,0,3
10,15,0,2
11,15,0,2
12,15,0,2
13,15,0,2
15,15,0,7
16,15,0,1
17,15,1,1
19,15,0,2
0,16,0,2
1,16,0,2
2,16,0,2
3,16,0,2
6,16,0,2
7,16,0,2
8,16,0,2
9,16,0,3
10,16,0,2
11,16,0,2
12,16,0,2
13,16,0,2
19,16,0,2
0,17,0,2
2,17,0,7
8,17,0,3
9,17,0,3
10,17,0,3
11,17,0,2
14,17,0,2
15,17,0,2
16,17,0,2
18,17,0,2
19,17,0,2
5,18,0,2
6,18,0,2
7,18,0,2
12,18,0,3
13,18,0,2
14,18,0,2
15,18,0,2
16,18,0,2
18,18,0,2
19,18,0,2
3,19,0,2
4,19,0,2
5,19,0,2
6,19,0,2
7,19,0,2
9,19,0,3
10,19,0,3
12,19,0,3
13,19,0,2
14,19,0,2
15,19,0,2
16,19,0,2
